"tweet_id","text","created_at"
1331724511213981699,"Toronto's Adamson Barbecue was shut down for violating small business Covid laws. 

Toronto's Mayor John Tory said about owner Adam Kelly:

“I think you will find people will be there very quickly to enforce the law, I hope they throw the book at him."" https://t.co/yFS6E3LyeX","2020-11-25T22:20:40.000Z"
1331722448568545280,"The new Supporting Ontario’s Recovery and Municipal Elections Act, 2020 is good news for businesses worried about liability if a customer or client is exposed or contracts COVID-19.

https://t.co/Bxq9LC4KPL

#coronaviru #COVID19 #HR #EmploymentLaw #Ontario","2020-11-25T22:12:28.000Z"
1331721611586666497,"“The problem was they had a poor business model...These were vaccine companies spun off from universities, so there was indirect funding and they had a model of not making so much profit.” Not enough profit. A familiar tune. Thanks a lot 😢
https://t.co/co2g6KZUvP","2020-11-25T22:09:09.000Z"
1331720793605206016,"@Travisdhanraj @fordnation Yep @fordnation and they say you are incompetent and unqualified and that people died as a direct result of your abysmal leadership. You rank business above lives and are sitting on federal Covid funds. Most of Ontario should be closed instead you're killing more ppl for Xmas.","2020-11-25T22:05:54.000Z"
1331719338240466948,"Retailers considered non-essential in Ontario's COVID-19 hotspots were forced to shut their doors to comply with public health directives. https://t.co/CZDKOyaYj1","2020-11-25T22:00:07.000Z"
1331718813998608384,"@eswillwalker The US-Canada border is not really closed. Or not fully closed, anyway. Literally millions of people have entered Canada without quarantining: https://t.co/CiCDubPd0r","2020-11-25T21:58:02.000Z"
1331718256755924992,"#Leon’s scraps plan to redeploy #Toronto workers to #Niagara, amid #COVID19 concerns  https://t.co/pMVQ9bSNUe via @NiaFallsReview","2020-11-25T21:55:49.000Z"
1331718094285385731,"#Leon’s scraps plan to redeploy #Toronto workers to #Niagara, amid #COVID19 concerns https://t.co/saxidYb3PQ via @NiaFallsReview","2020-11-25T21:55:10.000Z"
1331717103511023619,"@ToddVercoe @mommydoing @AKBLJS @adamsonbarbecue Ontario has done such a great job with contact tracing so I am sure we will find out. You know, the same data used to close small business that are the root of the spread and not big box stores with hundreds of people in them where covid doesn’t not transmit as easily.","2020-11-25T21:51:14.000Z"
1331715611764854785,"Sounds like a surrender from ⁦@JustinTrudeau⁩. The political elite may be contempt with waiting for a vaccine, but business owners, students, parents, can’t afford to have Canada in the back of the vaccine line
#cdnpoli #coronavirus #covid19 #vaccine https://t.co/Jr0au5yU7i","2020-11-25T21:45:18.000Z"
1331711256487596032,"We had great vaccine producers in Canada -- world leaders essentially -- 50 years ago.

""The problem was they had a poor business model.""

https://t.co/tUjjADggg6","2020-11-25T21:28:00.000Z"
1331711172597387264,"Canada releases details on the Emergency Rent Subsidy program designed to assist business owners who have seen a drop in revenue due to the COVID-19 pandemic. 

https://t.co/jC4qLUanFq","2020-11-25T21:27:40.000Z"
1331710196922585091,"The Government of Ontario has issued guidance, based on the advice of the Chief Medical Officer of Health and input from the Public Health Measures Table, on how to celebrate the 2020 holiday season. For this and more business updates visit: https://t.co/Zw6UwAPNAR","2020-11-25T21:23:47.000Z"
1331708406864875520,"@MikeO2000 @JacinthePayant @hullzyblog @davidakin @JustinTrudeau 4.4 million people as of September, those were all Canadians?  We continued to allow international flights from China every day this year because common sense is racist. He failed on every front. https://t.co/SfXw8AaSau","2020-11-25T21:16:40.000Z"
1331707987656908804,"Business owners in Toronto are turning to stunts and dramatic measures in an effort to stay afloat amid renewed lockdown measures put in place by the Ontario government to combat the growing spread of the COVID-19 pandemic.
https://t.co/jFJHJo2QTj","2020-11-25T21:15:00.000Z"
1331707973324976128,"@davidakin This is your top story! How about you spend time on the issues facing the GTA like Adam Skelly being harassed by the police because he is trying to save his business!

BTW: Testing for COVID is flawed!

https://t.co/w8QYCbFJVm (see slide 50","2020-11-25T21:14:57.000Z"
1331701828350664704,"@Travisdhanraj @fordnation Personally shocked by the wasted Ontario taxpayer funds used for all of these consultants. That is despicable. Those funds could have supported Ontario business and Ontario children! Thousands of children age 4-17 have been exposed to COVID &amp; our schools are a mess, esp red zone!","2020-11-25T20:50:32.000Z"
1331698769554006018,"@RyersonNIA 🇨🇦 governments give money to profit-run big business-owned long term residential institutions.

Money should be given instead to home nursing care such as the VON.
How much better if aging 🇨🇦s could remain in the safety of their own homes!

https://t.co/140DaI5INH","2020-11-25T20:38:23.000Z"
1331690404652134406,"A recent survey by PayPal Canada found 64% of small business owners believe the pandemic has motivated them to consider new ways to grow their business. The vast majority (84%) say they are already making preparations for future waves of COVID-19.  https://t.co/wbAnSrXQXN","2020-11-25T20:05:08.000Z"
1331688717367578629,"@TheTorontoSun @joe_warmington #Ontario paid ~$1M to consultant as Chief MD benched❓ Necessary for   @adamsonbarbecue ,small business getting crushed by #COVID19 .Costco snack bar's serving food, along with clothing, shoes,TV ... 
https://t.co/0gkNjxSF4j https://t.co/3RpwEC973t","2020-11-25T19:58:26.000Z"
1331688446633635842,"Don’t forget: for us, there’s a global pandemic. But for the safe, insulated wealthy, it’s business as usual. Vancouver’s Downtown Eastside is on alert with many residents dealing with health conditions and living in cramped quarters.

https://t.co/PycfqN3wK4","2020-11-25T19:57:21.000Z"
1331688430414262274,"Leon’s scraps plan to redeploy Toronto workers to Niagara, amid COVID-19 concerns https://t.co/SO2dBlmQp1 via @WellandTribune","2020-11-25T19:57:18.000Z"
1331687842171539457,"Leon’s scraps plan to redeploy Toronto workers to Niagara, amid COVID-19 concerns https://t.co/pnb1Ku5rrD via @StCatStandard","2020-11-25T19:54:57.000Z"
1331686969949122560,"Diners, and cops, return to Etobicoke BBQ spot that continues to breach COVID lockdown - when this happened in Richmond BC with a yoga place ignoring health orders, they lost their business licence!! https://t.co/iGMDevmPcl","2020-11-25T19:51:29.000Z"
1331684507842330625,"Selfish and myopic talk from the Premier, failing to see that COVID does not force a choice between the protection of public health and the health of business interests. 

Jason Kenney’s ‘balanced approach’ is a fast-track to failure /via @globeandmail https://t.co/1EdUcAbTbo","2020-11-25T19:41:42.000Z"
1331684309804199937,"You obviously have not lost someone to covid- and I hope you never do. Mr Shelly, you are a disappointment to not just Canada, but as a human being. I feel for any small business owner, you included but you are not above the law- this is not America. Show your humanity. https://t.co/HpD8K7RGqG","2020-11-25T19:40:55.000Z"
1331682776970653696,"“Canada does socialism right!” 🤡

https://t.co/lyBoyPvmNm","2020-11-25T19:34:50.000Z"
1331681660505640960,"Last week, our #client @silofit announced the opening of three micro-gyms (Silos) in Toronto, with plans to open another 12 in Toronto next year. https://t.co/5c6MVeCn8p via @CBC https://t.co/PSOD1QpwHc","2020-11-25T19:30:23.000Z"
1331681566779650048,"New business ventures help Canadian snowbirds circumvent a closed U.S. land border
https://t.co/cFYqLTqMQM https://t.co/tdKZUJr4Qb","2020-11-25T19:30:01.000Z"
1331679055557619714,"If I own a business and there has been a Covid exposure at my business I am aware of, I have a liability position that could ruin me.

Counting on this department of health to do the right thing isn't worth it.

Their lie-ability could be my liability

https://t.co/LZRlun73p8","2020-11-25T19:20:02.000Z"
1331676650833137671,"claiming u have it under control. U caved to businesses, u kept things open &amp; now ur citizens r paying the price for @fordnation foolishness. https://t.co/O2cMq5kw60 When the #pandemic is over ur still planning on helping the businesses not the people with reduce taxes towards https://t.co/Z6jcR5rmwi","2020-11-25T19:10:29.000Z"
1331676259940708358,"TORONTO, CANADA: The police storm Adamson Barbecue after the owner Adam Skelly opened for business and defied the Coronavirus lockdown orders. https://t.co/rNqXM9RAk6","2020-11-25T19:08:56.000Z"
1331674749966147587,"@ambermac @caitiegreen @PaulHoward_IMIT So it's all private testing... https://t.co/IFw6kqlUnj","2020-11-25T19:02:56.000Z"
1331674511784210434,"Do you own/manage a business in #Niagara? We know the changing public health measures and Ontario's COVID-19 guidelines can be confusing. If you have any questions, call our Business Info-Line: 905-688-8248 press 7, then press 3

💻Resources for Businesses https://t.co/mmE3O7r7Pt https://t.co/HoJp4BF05R","2020-11-25T19:01:59.000Z"
1331672451005210624,"Health care is a Provincial responsibility. It’s the cons philosophy that is killing Ontario. Just listen to him speak. Business first, health second. The problem is if you hit covid hard early business benefits. See Australia, NZLD,South Korea. He listens to certain lobby groups https://t.co/biTfx2k1vu","2020-11-25T18:53:48.000Z"
1331672011005775872,"Coronavirus Madness in Communist Canada...

Toronto Police storm Adamson Barbecue after owner Adam Skelly opens for business and defies lockdown orders.

The state demands he destroy his business, bankrupts himself and doesn't pay employees.
https://t.co/u1u87OV9FQ","2020-11-25T18:52:03.000Z"
1331669247249031169,"Derek Drouillard is one of the thousands of business owners in Ontario who made the decision to permanently close his doors this past July due to COVID. Merli's, an award-winning Coffeehouse and Eatery, welcomed artists, musicians, and community groups.  https://t.co/xrgxIpXPOY","2020-11-25T18:41:04.000Z"
1331668433600122885,"Holy fucking shit:

In order for business in Canada to get Covid relief- they must give up ownership of the company to the government (or cash equivalent which they don’t have because COVID). This is batshit crazy. https://t.co/h3zgrzhJ5n","2020-11-25T18:37:50.000Z"
1331666290625437697,"@CarlosDavidFoto @Fabsnaps @nationalpost I'm sorry you're having mental issues.  There should be free care for that in Canada.  Oh, it's probably not available due to your ""COVID-19"" scam.  Gee that's too bad.

All my ""cut off"" family are here for Thanksgiving – but that's none of your business.  Stick to your knitting.","2020-11-25T18:29:19.000Z"
1331665922675929094,"Gives a new meaning to Family Business // Family involved in theft of $11M of COVID-19 relief funds, Ontario government claims | The Star https://t.co/E8SUoCEQ0p","2020-11-25T18:27:51.000Z"
1331665262194487296,"@CGL_00 @kinsellawarren U really reach back 40 year now??  OMG.  The problem is u can’t get new business off the ground in Canada thanks to endless govt red tape.   Extremely sad that Trudeau knew covid issues a year ago and sat and did nothing.","2020-11-25T18:25:14.000Z"
1331664732240175110,"Business groups urged Canada’s premiers to be more coherent and transparent in their response to the coronavirus as provinces lay down a patchwork of new restrictions to stem a second wave of infections. https://t.co/a0rOxMejBx https://t.co/CCk3RcYoSu","2020-11-25T18:23:07.000Z"
1331661650395500544,"@dfranco50 @oatila Argentina, Peru, Estados Unidos, Brasil, Nova Zelândia, Canadá, todos falharam miseravelmente. Se não morrerem de Covid, será de ataque cardíaco, câncer, AVC, depressão ou suicídio, devido ao lockdown. Economia tb é vida e não podemos deixar para depois. https://t.co/2OOv2YVYbi","2020-11-25T18:10:53.000Z"
1331660670564261891,"The real problem is people who disobey covid lockdown and operate their business....  Toronto is a man down. https://t.co/xe7p7DD3sQ","2020-11-25T18:06:59.000Z"
1331660252421435392,"@bethanylindsay Are you reporting on what has happened in the Mak Parhar case?
https://t.co/ynU8wiIOwf
The video starts with a dumb ad, but gets down to business after that. The case is covered in the last half hour or so. https://t.co/t0MtC0cbYD","2020-11-25T18:05:19.000Z"
1331659624844578822,"Business groups urged Canada’s premiers to be more coherent and transparent in their response to the coronavirus as provinces lay down a patchwork of new restrictions to stem a second wave of infections. https://t.co/W7xj78N4rT https://t.co/hLv6syiOaW","2020-11-25T18:02:50.000Z"
1331659516396572674,"“We had great vaccine producers in 🇨🇦...50 yrs ago...The problem was they had a poor business model. So they were eventually sold...after Brian Mulroney’s PC govt's program of privatization​."" #cdnpoli https://t.co/nUik1FnkBC","2020-11-25T18:02:24.000Z"
1331659414194032640,"Some of the problems long predate Ford, but his covid response has been dominated by politics rather than health and has been fundamentally about damage control for the business donor class that has his ear. 

https://t.co/F3zT41ct3m https://t.co/NOLgsy09Jn","2020-11-25T18:02:00.000Z"
1331658468739133440,"“The Premier continues to put business interests ahead of the well-being of all Albertans. We have some of the worst COVID-19 numbers in Canada and it’s Kenney’s failure to act in the best interest of all Albertans that is to blame.” - #HSAA President
https://t.co/3qWyyVHr3N","2020-11-25T17:58:14.000Z"
1331651733764726786,"Hello, I am a #Logo #Designer

Looking for a logo #Brand #Professional #Corporate #Business #Identity?

contact me:https://t.co/qyIEUl0jY9

Hand of God Kobe Argentina Napoli Rest In Peace #TheySilencedYou Ontario's COVID-19 Maradona Syria Iranian London Israel President Trump https://t.co/Hee9m6AZda","2020-11-25T17:31:28.000Z"
1331651508887302145,"More B.C. LNG can help recovery from COVID-19, study says 

Conference Board of Canada calls for incentives: https://t.co/xlYtPiViF9

#LNG","2020-11-25T17:30:35.000Z"
1331650073428697091,"Ah yes, Mr. Business @FordNation was running this shop &gt;&gt; Delays, conflicts and confusion hampered Ontario's COVID-19 response: auditor general | CBC News https://t.co/brwnrNtTX4 #ONpoli #COVID19 #COVID19Ontario","2020-11-25T17:24:53.000Z"
1331649589095653376,"(I don’t know how the actual day-to-day business of COVID response goes in Ontario, but I’m sure that it doesn’t actually look like this chart.)","2020-11-25T17:22:57.000Z"
1331648953901850627,"@CityAdrian @CityNews And he’s still open 🤷‍♂️if everyone were to open their business now would the city be able to shut everyone down 🤔 #onpoli #toronto @JohnTory @fordnation #covid","2020-11-25T17:20:26.000Z"
1331647585673748481,"Dr. Russell said such announcements cause people to question why a business or organization is issuing an advisory and not Public Health. https://t.co/vyxWRzrdat","2020-11-25T17:14:59.000Z"
1331645970816376836,"@fordnation You mean you will replace all of the small business' you shut down because of covid with walmart and costco and have people slave for 15$ an hour? Very good economic policy! For the past 4 terms ontario has been declining  and the gap is increasing. You dont give a fuck about us","2020-11-25T17:08:34.000Z"
1331644956528713728,"Ontario records 1,373 new COVID-19 cases; set to release holiday guidelines https://t.co/MFR67zifkO","2020-11-25T17:04:33.000Z"
1331643727983493121,"Bloc leader slams Trudeau over 'unacceptable' handling of COVID-19 vaccine orders https://t.co/aSFJs0331V 

Canada always dependent on others. The government can change this .. Time to keep a base business in our backyard.","2020-11-25T16:59:40.000Z"
1331643078688509952,"Canada’s oil heartland bans indoor gatherings and partially shuts schools to limit the spread of Covid-19 https://t.co/FbvSWVs4bb","2020-11-25T16:57:05.000Z"
1331642228230418433,"Not me... I never took it. Silly me, I thought I would've been denied, as I didn't meet the criteria...even though the Gov't has done a bang up job of nearly bankrupting my business.

https://t.co/C8OAICMGSP","2020-11-25T16:53:42.000Z"
1331642226577969153,"@IshatReza Yesterday Toronto police apologized for not shutting down a private restaurant in Ford's riding that stayed open despite the lockdown and hosted a big party.  He said it was a private party and that's different than a business opening to serve everyone.  https://t.co/ELnRDBubiQ","2020-11-25T16:53:42.000Z"
1331642178129498113,"Getting the Covid funding moving to rural Ontario... Shout out to the South Algonquin Business Association and Explorer's Edge for great communication pathways. Thanks for passing the link on @rto12news @RTO12Kate 

https://t.co/ar6AyJHqSi","2020-11-25T16:53:30.000Z"
1331639043642195968,"One of the most disgusting consulting companies on the planet has been paid by Ontario to establish a school covid strategy – ""McKinsey may well be the single greatest legitimizer of mass layoffs [of] anyone, anywhere, at any time in modern history.” https://t.co/UMq4jBaQUb https://t.co/qZaeDLh4z8","2020-11-25T16:41:03.000Z"
1331638764976877573,"Kingston knows the value of international graduates from #Queen's and #SLC. A KEYS pilot project is pairing grads with local business. https://t.co/iBX8WBjjnW  @cityofkingston @queensu @slcmain #ygk #internationalstudents","2020-11-25T16:39:56.000Z"
1331638437259128833,"Ontario records 1,373 new COVID-19 cases; set to release holiday guidelines https://t.co/WxkQdoYQhO via @StCatStandard","2020-11-25T16:38:38.000Z"
1331638152155566082,"Ontario records 1,373 new COVID-19 cases; set to release holiday guidelines https://t.co/EYLWbcZYNw via @WellandTribune","2020-11-25T16:37:30.000Z"
1331635102128943106,"Libs heard from stakeholders for years re: need to fix policy gaps in business perspective for vaccine industry, if want to ensure Cdn production. @NavdeepSBains #cdnpoli https://t.co/w4ppTeOsH0","2020-11-25T16:25:23.000Z"
1331634429039525888,"BUSINESSES: Get help with COVID-19 costs
Find out if your business is eligible to recover costs for personal protective equipment (PPE) or for rebates to help with fixed costs, such as property tax and energy bills.
https://t.co/xQYStSfjCs...","2020-11-25T16:22:43.000Z"
1331633027550732288,"@JonPerne @TSG_Toronto @blogTO @hectoravasquez Do you know this guy's history? (And btw - their original, pre-pandemic business model was takeout-only.)
In any case, let's travel back to April:
https://t.co/KlIOubWMKS","2020-11-25T16:17:08.000Z"
1331629808565018626,"I have a problem with this, Nothing has changed. We are still not rapid testing travellers.  Over the past two weeks, 47 international flights entering Canada were found to have had at least one confirmed COVID-19 case onboard. 
#KeepTheBorderClosed 
https://t.co/nfakq49bwR","2020-11-25T16:04:21.000Z"
1331629148306108418,"LISTEN @HockeyAbbs: Blueprint for Canada' World Junior camp significantly altered with positive Covid tests

Hot Audio is powered by @nrthbeachagency, get a free digital &amp; social audit for your business https://t.co/H1kXENJT1U
 https://t.co/2bAcZ6EPIx","2020-11-25T16:01:44.000Z"
1331628462390595584,"Support small business owners in Peel region and Toronto! 
#peel #toronto #support #covid","2020-11-25T15:59:00.000Z"
1331627871983562754,"#FordNation FORD SEEMS TO BE ENGAGED IN TRUMPERY WHERE IT COMES TO COVID 19, BY NOT SHUTTING DOWN THE GTA &amp; SURROUNDING AREAS FOR 28 DAYS. AUSTRALIA DID AND HAS ZERO CASES. SEEMS FORD IS IN THE POCKET OF BIG BUSINESS. A COVID FREE ONTARIO EQUALS A HEALTHY FUTURE ECONOMY.","2020-11-25T15:56:39.000Z"
1331627468097265664,"THIS JUST IN: Coronavirus is circulating in the community whether people from Ontario #COVID19 “lockdown” zones visit or not. Would you agree or disagree if a business chose to restrict service to locals only? https://t.co/2kKxoBr388 via @@OvilleBanner","2020-11-25T15:55:03.000Z"
1331626268392124422,"This is why Toronto's in a 28-day lockdown  The Premier isn't leading, he's putting his friends in business first.  
Ford differentiates between Ontarians holding private gatherings and establishments defying COVID-19 rules | CBC News https://t.co/HWyjO4OZfb","2020-11-25T15:50:17.000Z"
1331621954881806337,"@DeputyPM_Canada @FinanceCanada @CanRevAgency Sorry to say but CEWS is only for business opened before COVID-19 or before May 2020. All New Businesses are not qualified for any help CEWS, CERS etc but facing lockdowns. @JustinTrudeau @kyleseeback @globalnewsto @CBCCanada @SylviaJonesMPP @Caledon_Mayor","2020-11-25T15:33:09.000Z"
1331619359182245889,"@fordnation You proved you‘re dilegent in being dishonest &amp; will put people in harms way to appease business. We see exactly what you &amp; the rest of the @OntarioPCParty are made of! You most definitely aren’t looking out for the majority of Ontarions 

https://t.co/q4jaorpXYT","2020-11-25T15:22:50.000Z"
1331616951857274880,"@RoArquette @LincolnsBible The numbers in Canada were really good going into Sept.  Covid is persistent.  If leaders ignore reality to satisfy their supporters, Covid just waits.  Schools, essential businesses all that will be open through to Xmas. Didn't turn out well for business.","2020-11-25T15:13:16.000Z"
1331616426604584960,"@Toronto Like a lot of people here I would also like things to go back to whatever definition of normal they go by and have a cure or vaccine for this nasty COVID business.  Also on a selfish note, winning lottery numbers would be nice to help the wife and I out.","2020-11-25T15:11:10.000Z"
1331615338350452737,"https://t.co/DRQvZLQCgY
Read what #DougFord has to say here about how he understands and pities business owners who break the rules and help spread #COVID. Imagine him expressing sympathy for people on #socialassistance who break the rules so they can feed their families","2020-11-25T15:06:51.000Z"
1331615071345242112,"Getting ready to hear from Minister @VictorFedeli about the commitment they are making to support business.  For details too many to list here... https://t.co/h4ny6YCoDY https://t.co/leo1nlKd19","2020-11-25T15:05:47.000Z"
1331614220358737921,"入国後に自己隔離を免除されているエッセンシャルワーカーの数は3月31日から11月12日までのべ530万人。地域での感染拡大防止を強化する一方で、水際でのコロナ対策が脆弱だと指摘する記事。https://t.co/Pc9s4GBcdA https://t.co/LWmt3zMMxr","2020-11-25T15:02:24.000Z"
1331614089039273984,"Pandemic restrictions have impacted #autoindustry business considerably during the course of 2020 but are still open  with physical activities restricted and with showrooms &amp; reception areas limited to in-person encounters by prior appointment only. https://t.co/rQYIuh6CGj","2020-11-25T15:01:53.000Z"
1331612795507531782,"@RogueRoyalle https://t.co/RiOTeuRKID","2020-11-25T14:56:45.000Z"
1331610051895832580,"Canadian snowbirds hopping on helicopters, heading into the eye of the COVID storm, despite government warnings. Story by @OHaraClare   https://t.co/gyPKKclo8L","2020-11-25T14:45:51.000Z"
1331609897356693507,"Small business recovery resources. Learn about help available for Ontario businesses with fewer than 100 employees. Additional assistance and guidance is available for businesses of all sizes.  https://t.co/CLNG8N05Nd https://t.co/6XLek43z0c","2020-11-25T14:45:14.000Z"
1331609886380191746,"We’re resuming business activities. We may contact you in relation to these activities:
➡️ collections
➡️ compliance activities, such as audits
➡️ benefits validation, and more
Find out more here: https://t.co/YEQJniDkak #CdnTax https://t.co/uyt6l496yp","2020-11-25T14:45:11.000Z"
1331606590437220353,"B.C. shatters single day record for new COVID-19 infections by almost one-third - Business in Vancouver: Deaths continue to be significantly higher than in recent months, with 10 new fatalities in the past day https://t.co/eqfoMd5u9W https://t.co/0cBKkHKiRl","2020-11-25T14:32:05.000Z"
1331605755661791234,"This as people across this province are struggling to make ends meet.

Some business owners are at risk of losing their livelihoods.

Homelessness is on the rise.

Essential workers are risking their lives.

And then you have people alleged of doing this.. https://t.co/dcfkZFBXRQ","2020-11-25T14:28:46.000Z"
1331602894936739841,"Potential COVID-19 exposure in Dawson City 'bit of an eye-opener,' says business owner https://t.co/lS7vCyXxBY https://t.co/4sZQO4PUEc","2020-11-25T14:17:24.000Z"
1331602025218531328,"A recently released study from the Business Development Bank of Canada (BDC) found that women and visible-minority business owners were more likely to say they were facing #mentalhealth challenges due to COVID-19. https://t.co/M3hNlACaUO
#metalhealthawareness #burnout","2020-11-25T14:13:57.000Z"
1331600339418673158,"Next covid opening: any chance that ont can learn from this crazy summer so small business can stay open &amp; healthy? Restaurants? It takes a village to know what happened &amp; build effective policy. @celliottability @JohnTory @fordnation
https://t.co/VQpvw11iak","2020-11-25T14:07:15.000Z"
1331598132627562499,"1/7 businesses are at risk of closing.
That's 158,000 businesses across Canada.
Many businesses rely on holiday shopping.

Happy to learn about Small Business Saturday on @CBCKW891 to help consumers locate &amp; support small/local businesses amid COVID.  

https://t.co/oTYFgGEYwD","2020-11-25T13:58:29.000Z"
1331594835355181057,"""... members of the Roncesvalles Village Business Improvement Area met up at 4 a.m. local time on Tuesday to wrap at least 50 stores in brown paper marked with “for lease” messages."" @gordperks the enabler of @epdevilla evidence-free killing of businesses. https://t.co/o0w8Yx7Y65","2020-11-25T13:45:23.000Z"
1331594480290582531,"Potential COVID-19 exposure in Dawson City 'bit of an eye-opener,' says business owner #Yukon 
https://t.co/gJtDmzs69h https://t.co/JsBw7YLJy1","2020-11-25T13:43:58.000Z"
1331593418779336704,"Dividing the business closures by the covid deaths in Canada, there have been over 25 businesses that have permanently closed per person that has died of covid.

Surely each of those businesses employed many people. Is the virus the real issue?","2020-11-25T13:39:45.000Z"
1331591139032330240,"Good for Premier Kenney-some common sense being used to respond to COVID, to minimize the collateral damage.  So far 300,000 small business “deaths” in Canada due to measures to “protect” us from COVID. https://t.co/xM6IBjUB3s","2020-11-25T13:30:41.000Z"
1331591023923965955,"Ontario’s construction sector is completely open for business, contrary to a statement made by the Ontario Minister of Health: https://t.co/dlZf3UvtBE #Construction #WaterlooLawyers","2020-11-25T13:30:14.000Z"
1331590240146841600,"Trudeau put Canada at risk. People are dying!  https://t.co/IgplLWjPEt","2020-11-25T13:27:07.000Z"
1331587316381609985,"How fast does this stupid virus move? It was just a week ago @business published this story, ""Everything’s Open and Few Are Sick in Canada’s Atlantic Bubble"" #Covid_19 #media https://t.co/8ly156oxyP https://t.co/pQA5JJSv23","2020-11-25T13:15:30.000Z"
1331584916061122560,"@CP24 COVID Ontario is spiking, and this restaurateur is contributing to the spread. This is absolutely terrible leadership coming from Ford. He has demonstrated that he cares more about business than he does about people.","2020-11-25T13:05:58.000Z"
1331584853754736642,"@marklevinshow The Communists are proceeding with their take-over in Canada. Government: an ownership stake in loans necessitated by the communist-released Covid-19 virus is basically ""state ownership of business"". China will be on our northern border.  Must be stopped
https://t.co/6aMXvJiKtT","2020-11-25T13:05:43.000Z"
1331583772500914184,"Business groups urged Canada’s premiers to be more coherent and transparent in their response to the coronavirus as provinces lay down a patchwork of new restrictions to stem a second wave of infections. https://t.co/qpil9tawEv https://t.co/QecIXWLZIA","2020-11-25T13:01:25.000Z"
1331579203205083144,"@GenFlynn @BarbaraRedgate @GoJackFlynn @flynn_neill @JosephJFlynn1 @FieldofFight @tracybeanz @lofly727 @SidneyPowell1 @marklevinshow The Communists are proceeding with their take-over in Canada. Government: an ownership stake in loans necessitated by the communist-released Covid-19 virus is basically ""state ownership of business"". China will be on our northern border.  Must be stopped

https://t.co/6aMXvJiKtT","2020-11-25T12:43:16.000Z"
1331568819475787776,"are you looking for #logo #design #Branding #Corporate?
https://t.co/4XvKKZYZAO
#China #folkloreOnDisneyplus #COVID19LK #coronavirus #USAElections2020 #BidenTransition #LogoDesign #Fiverr #businesslogo #business #USA #Canada #IndiaFightsCorona https://t.co/KKjkzrbePH","2020-11-25T12:02:00.000Z"
1331568456811077633,"Ford is being influenced by his own personal identification to small business owners. 

I understand that but,  personal predjudices can be harmful in crisis.  We need to take a firm stand based on science to beat the virus. https://t.co/rhAsPTUiFr","2020-11-25T12:00:34.000Z"
1331564324922531841,"@fordnation @celliottability @DrFullertonMPP Your COVID credibility is long gone...unreliable tests but let’s talk about there being plenty of police around whenever the homeless or a minority group needs to be harassed but not to deal with an advertised BBQ stunt (not a local business person) during Ontario’s meltdown...","2020-11-25T11:44:08.000Z"
1331534089149624322,"#Coronavirus World Dispatch | Germany's ban on New Year fireworks sparks anger, Toronto shuts everything but schools, infection risk from using cash is low and more... 

@akashpodishetti brings us other pandemic-related news around the globe
https://t.co/rjZyqqJe9Q","2020-11-25T09:44:00.000Z"
1331522120992641024,"⭐ #Amel_Benmann • Abercrombie &amp; Fitch CEO says it has a playbook to deal with closures as Covid threatens to shutter stores #Business #Toronto #SantaMonica #Canada #USA ... https://t.co/FvFu1rkUKC","2020-11-25T08:56:26.000Z"
1331522108485210113,"⭐ #Amel_Benmann • Watch live: Trump administration officials speak on Covid vaccine distribution #Business #Toronto #SantaMonica #Canada #USA ... https://t.co/Ho1fzeCbLT","2020-11-25T08:56:23.000Z"
1331522104194441216,"⭐ #Amel_Benmann • Watch live: Pentagon officials hold Covid briefing as military struggles to contain outbreaks #Business #Toronto #SantaMonica #Canada #USA ... https://t.co/WAdemWPn4f","2020-11-25T08:56:22.000Z"
1331522101774258177,"⭐ #Amel_Benmann • Russia plans to produce 1 billion doses of its ‘cheaper’ Covid vaccine #Business #Toronto #SantaMonica #Canada #USA ... https://t.co/35WKxMtMpK","2020-11-25T08:56:22.000Z"
1331522093331177472,"⭐ #Amel_Benmann • UK cuts its quarantine policy to five days — but there’s a catch #Business #Toronto #SantaMonica #Canada #USA ... https://t.co/SFEYadw2xe","2020-11-25T08:56:20.000Z"
1331521359315230722,"@DavidStaplesYEG @dstaples I agree. I take it this is what you are referring to? https://t.co/QoqkTcJvTR given the circumstances in in March I don't know what else the government could have done. We can certainly be more prepared next time if we can improve the business case for companies to produce here","2020-11-25T08:53:25.000Z"
1331515029854826496,"⭐ #Amel_Benmann • YouTube suspends OANN for a week after it posted fake Covid-19 cure #Technology #News #Business #Toronto #SantaMonica #Canada #USA ... https://t.co/EaZyh78lSS","2020-11-25T08:28:16.000Z"
1331500459866124290,"How To Name A Disease (Like COVID-19) - https://t.co/g3Ks4BnNo2 To Name A Disease (Like COVID-19)","2020-11-25T07:30:22.000Z"
1331486631799390210,"@MoriartyLab @KindrachukJason @covid_canada @NoLore @RyersonNIA @OurWorldInData @JPSoucy @ishaberry2 @imgrund @jkwan_md @AAlJaishi @Patrickdery Every single day I see someone posting ""Why should I do (whatever) when it has only a 0.5% fatality rate?"" and I think ... okay, are you prepared to spend weeks in the hospital?  Who is going to mind your business? Your kids?  Your pets? Who pays the bills? They don't think.","2020-11-25T06:35:25.000Z"
1331467002620174338,"Small businesses bearing the brunt of the COVID-19 pandemic: Statistics Canada https://t.co/M03QHcwjMA","2020-11-25T05:17:25.000Z"
